srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,category
51440,2012-11-27 17:59:44,5,219,,,219,18635,4,4.5,1,4.76,0.0868,5.79,14,185.0,0,18774,1,11,2,0,1,1,,246.11,0,,,,,,,0.0,0.0,9.0,,,,0.0,0.0,10.0,,,,,,,0.0,0.0,9.0,0,,0,0
240479,2013-04-09 14:22:58,19,158,,,158,132938,3,4.0,1,1.61,0.0051,4.21,16,33.42,1,10070,3,1,2,0,1,0,,,0,,,,,,,,,,0.0,0.0,,1.0,0.0,17.0,,,,,,,,,,0,,0,0
180995,2013-06-28 19:09:41,16,31,,,31,3546,1,0.0,0,1.1,,0.0,8,104.07,0,4089,1,2,2,0,1,0,,76.01,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
121803,2013-03-12 14:27:45,5,219,,,219,116796,2,4.0,0,0.69,0.1651,4.82,2,60.0,1,27838,1,1,2,0,1,0,-23.8633,252.82,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
265198,2013-04-04 09:46:13,5,219,,,219,13994,0,4.5,1,3.14,0.3791,5.28,10,219.0,0,13815,4,72,2,0,1,1,-8.7889,998.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
18800,2013-05-25 22:03:45,5,219,,,219,90424,3,3.0,1,1.39,0.0253,4.45,10,83.0,1,3715,2,63,2,0,1,1,,1255.84,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
303701,2013-06-29 11:32:33,14,100,,,100,84306,3,4.0,1,3.89,,0.0,30,144.5,0,20799,1,47,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
230413,2013-03-17 11:39:58,5,219,,,219,113761,3,3.5,1,1.79,0.0194,4.65,32,66.0,0,26067,1,19,2,0,1,1,,52.23,0,,,,0.0,0.0,,1.0,0.0,6.0,,,,-1.0,0.0,19.0,,,,,,,-1.0,0.0,19.0,0,,0,0
150109,2013-05-17 21:35:26,15,129,,,219,13939,2,4.0,1,3.22,0.0751,4.63,13,62.2,0,9265,1,137,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
120712,2013-01-30 04:08:07,5,219,,,219,65100,4,4.5,1,4.56,0.1201,5.36,12,191.0,1,18774,1,44,1,0,1,1,,,0,,,,1.0,0.0,10.0,0.0,0.0,3.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
35786,2013-01-10 13:30:13,15,55,,,99,90562,4,3.5,1,5.52,0.3557,5.66,22,145.51,0,10064,2,20,1,0,1,0,,,0,1.0,0.0,5177.0,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,13.0,-1.0,0.0,10.0,,,,0,,0,0
84090,2013-06-23 18:29:54,5,219,,,219,23121,3,4.0,1,1.61,,0.0,7,90.0,0,1800,1,25,2,0,1,1,,1050.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
232951,2013-06-24 14:52:58,5,219,,,219,73544,4,4.0,1,1.39,,0.0,31,123.0,0,18516,2,11,2,0,1,1,,111.0,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
172337,2013-03-05 12:21:58,15,55,,,99,6585,4,4.0,1,6.15,0.0188,6.03,25,353.96,0,13292,2,173,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
235140,2013-03-14 20:51:02,12,99,,,73,42541,3,3.5,0,5.0,0.0876,4.93,7,97.53,0,18367,1,1,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0,0
111960,2013-04-29 09:04:58,5,219,,,219,106910,2,4.0,0,2.56,,4.38,9,60.0,1,23835,1,28,2,0,1,0,,1302.71,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
48172,2013-05-16 18:08:52,26,39,,,92,4558,3,4.0,0,2.94,0.0146,4.87,9,61.48,0,14669,2,8,2,0,1,1,-35.5931,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
272438,2012-11-07 14:26:59,29,132,,,132,11608,3,4.0,0,5.53,0.5982,5.15,32,81.74,0,27231,1,0,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,-1.0,,0,,0,0
319316,2013-02-15 07:15:35,5,219,,,219,72590,3,4.5,1,2.4,0.0381,5.06,15,129.0,0,21232,4,111,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
68493,2013-03-02 07:01:38,5,219,,,219,107158,0,4.5,0,2.48,,5.08,24,900.0,0,4754,1,7,3,0,1,1,,,0,,,,1.0,0.0,7.0,,,,,,,,,,,,,,,,,1.0,,0,,0,0
87602,2013-03-12 11:23:29,5,219,,,219,133354,2,4.0,1,0.0,0.0294,4.64,6,69.0,0,14194,1,9,1,1,1,1,,298.11,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
287232,2013-05-31 14:43:36,5,219,,,219,10848,3,4.0,1,2.48,0.2529,4.7,16,95.0,0,20491,1,12,3,0,1,0,,96.66,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
313717,2013-02-24 05:15:10,5,219,,,219,56704,2,3.5,1,2.64,0.0268,4.37,27,76.0,0,7516,1,3,2,0,1,0,,78.56,1,,,,,,,,,,,,,1.0,0.0,13.0,,,,,,,,,,0,,0,0
93919,2012-11-13 20:37:43,5,219,,,219,64564,2,4.0,1,1.39,0.022,4.82,25,64.0,0,11230,1,14,1,0,1,0,,257.87,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
7824,2013-05-03 00:37:16,5,219,,,98,60845,4,4.0,0,0.0,0.0043,5.04,24,118.0,0,6106,5,70,2,1,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
262745,2013-06-24 12:16:26,5,219,,,4,72356,4,3.5,1,2.48,0.0105,0.0,20,143.0,0,2362,1,3,4,1,2,1,,3144.38,0,,,,,,,,,,,,,0.0,0.0,,,-1.0,,,1.0,,,,,0,,0,0
84066,2013-05-28 19:25:36,5,219,,,219,40857,2,4.0,1,2.64,0.1888,4.28,16,88.0,0,7348,2,100,2,0,1,1,,107.75,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
47526,2013-06-25 22:52:25,5,219,,,55,73982,4,4.0,1,2.3,0.0285,0.0,7,93.0,0,10010,1,60,2,0,1,1,,5437.53,0,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,0,,0,0
134919,2013-06-20 06:14:17,5,219,,,219,120754,3,4.5,1,1.79,,0.0,26,105.0,0,4620,1,2,4,0,1,1,,48.32,1,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
104642,2013-05-01 12:36:20,5,219,,,219,81460,3,4.0,1,2.3,0.0658,4.5,30,104.0,0,24120,1,0,1,0,1,0,,98.42,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,0
37531,2013-01-28 18:03:08,5,219,,,219,67489,3,3.0,0,5.23,0.5584,5.39,30,319.0,1,25426,3,18,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,-1.0,,0,,0,0
144317,2012-12-22 20:14:31,14,100,,,100,71393,0,4.5,0,1.95,0.0038,5.06,14,99.68,0,21087,1,9,2,0,1,0,,170.04,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,0
114567,2013-04-26 01:45:40,24,216,,,219,32234,3,4.0,0,5.16,0.1206,5.35,31,227.27,1,9402,3,77,1,1,1,1,,,0,,,,1.0,0.0,16.0,,,,,,,1.0,0.0,16.0,,,,,,,0.0,0.0,,0,,0,0
151705,2013-05-11 06:38:29,14,100,,,100,133846,3,4.0,1,4.3,0.3456,5.06,24,267.33,1,26832,1,7,1,0,1,1,,47.31,1,,,,-1.0,0.0,20.0,,,,,,,0.0,0.0,11.0,,,,,,,-1.0,0.0,29.0,0,,0,0
110991,2012-11-24 10:31:41,5,219,,,219,104223,3,4.5,1,2.2,0.0521,5.11,3,89.0,0,13233,2,20,2,0,1,1,,180.73,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
175228,2013-05-21 13:15:51,5,219,,,219,120282,4,4.0,0,3.47,0.0487,4.85,25,120.0,0,4335,2,10,2,0,1,1,,88.43,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
88893,2012-12-01 23:06:07,5,219,,,219,1546,2,4.0,0,4.62,0.0077,5.21,18,145.0,0,4562,3,1,1,0,1,0,,2142.04,1,,,,1.0,0.0,6.0,,,,,1.0,,0.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0,0
284973,2013-04-12 15:26:48,5,219,,,219,111396,3,4.5,1,2.08,0.0284,4.79,12,95.0,0,13275,1,98,2,0,1,1,,710.82,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
278493,2013-05-05 20:00:22,5,219,,,219,108497,3,4.0,1,2.77,0.1021,5.13,7,263.0,0,26392,2,75,4,2,2,1,,248.47,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
189526,2013-02-12 10:40:44,5,219,3.5,286.24,219,23661,4,4.0,1,4.03,,5.56,10,370.0,0,16654,5,33,2,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
328255,2013-05-24 12:48:20,24,216,,,216,47869,3,4.0,0,3.76,0.1006,4.93,13,80.76,0,8609,1,14,1,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,3.0,,,,,,,,,,0,,0,0
58140,2012-12-09 17:50:34,18,129,,,129,84932,4,4.5,0,3.47,0.3729,4.9,2,274.08,0,19873,1,6,2,0,1,1,,197.52,1,,,,,,,,,,,,,-1.0,0.0,22.0,-1.0,0.0,10.0,-1.0,0.0,10.0,,,,0,,0,0
33616,2013-03-20 18:43:56,5,219,,,219,123449,3,4.5,1,3.66,0.1008,4.96,24,86.0,0,19134,2,16,2,0,1,1,-28.8888,509.56,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,-1.0,0.0,8.0,0,,0,0
297595,2013-04-30 12:33:01,5,219,,,219,22824,3,4.0,0,3.26,0.3729,5.7,10,297.0,0,12588,2,39,2,2,1,1,,382.69,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
319551,2012-12-19 10:40:34,14,100,,,100,91743,4,4.0,1,0.0,0.1017,5.19,1,180.02,1,24635,1,1,1,0,1,1,,2549.89,0,,,,,1.0,,1.0,0.0,6.0,,,,1.0,0.0,6.0,,,,,,,,,,0,,0,0
33758,2013-06-06 22:55:57,5,219,,,219,48967,3,4.0,1,3.56,0.0887,0.0,34,149.0,0,9265,1,2,2,0,1,1,,121.39,1,,,,,,,-1.0,0.0,17.0,,,,-1.0,0.0,20.0,,,,,,,-1.0,0.0,17.0,0,,0,0
70259,2012-12-01 16:32:41,32,220,,,219,109431,3,4.5,0,3.4,0.0322,5.62,8,218.98,0,3073,3,64,4,0,1,0,,,0,,,,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,0,,0,0
131113,2012-12-07 19:39:46,18,129,,,129,115984,3,4.0,0,2.3,0.0111,4.94,9,156.43,0,4486,1,4,2,0,1,0,,90.51,1,,,,,,,,,,,,,1.0,0.0,6.0,,,,0.0,0.0,,,,,0,,0,0
64256,2013-03-15 17:58:47,5,219,,,219,113843,3,4.5,1,3.66,0.0954,4.77,14,160.0,0,9175,1,11,1,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,6.0,0,,0,0
149356,2013-04-17 13:32:34,5,41,,,219,111435,4,4.5,1,4.78,0.0865,5.64,31,319.0,0,18774,2,29,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
154503,2013-03-06 13:35:31,15,55,,,55,66666,4,3.5,1,5.29,0.4418,5.49,3,123.12,0,25801,3,2,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,22.0,,-1.0,,0,,0,0
114972,2012-11-06 12:05:24,5,219,,,219,132104,5,4.5,1,4.53,0.0744,6.21,19,228.0,1,13216,3,16,2,1,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
7120,2012-11-12 10:52:17,5,219,2.38,117.68,219,75952,2,2.0,1,1.1,0.0601,4.44,3,70.0,0,483,1,0,1,0,1,0,,85.91,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
306244,2013-06-15 11:13:24,14,100,,,100,103984,2,3.5,1,1.95,0.0277,0.0,9,103.24,0,7306,1,126,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
43316,2012-11-20 18:52:32,12,32,,,99,83883,3,4.5,1,2.2,0.015,4.73,14,70.49,0,16330,2,59,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0,0
245596,2013-01-06 18:56:41,5,219,,,219,100892,4,4.5,1,4.5,,5.44,29,219.0,0,15153,4,95,2,0,1,1,,2085.02,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
300484,2013-03-07 09:57:35,24,55,3.67,151.95,55,130089,3,4.0,1,4.03,0.0037,5.55,4,166.84,0,10979,1,4,1,1,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,,0.0,0.0,19.0,0.0,0.0,,0,,0,0
94350,2013-06-24 16:34:12,5,219,,,219,5858,0,4.5,0,1.1,0.0299,0.0,9,99.0,0,9246,2,2,1,0,1,0,,47.98,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
196624,2013-06-04 20:06:06,14,100,,,100,110836,3,4.0,0,1.79,0.0047,0.0,29,116.03,0,982,5,84,2,4,1,0,,869.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
217400,2013-04-04 20:25:10,5,219,,,219,42859,2,2.0,1,1.79,,4.04,2,48.0,1,20976,7,3,2,0,1,0,-12.5603,106.03,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
61505,2013-04-30 11:07:04,5,219,,,219,47199,4,4.5,0,3.61,0.0169,5.61,13,179.0,0,22620,1,18,2,0,1,1,-16.3954,749.78,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
253897,2013-01-13 14:14:32,5,219,,,219,69049,4,4.0,1,1.79,0.0041,5.23,31,166.0,1,18521,2,159,2,0,1,1,,196.53,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
227982,2013-06-23 09:35:51,5,219,,,219,84254,0,4.5,1,1.79,,0.0,30,105.0,0,8889,3,0,2,0,1,0,,13.05,0,,,,1.0,0.0,12.0,,,,,,,,,,,,,,,,1.0,0.0,12.0,0,,0,0
163938,2013-06-28 15:39:43,5,219,,,219,73255,3,4.5,1,1.61,0.0178,0.0,22,119.0,0,3459,1,9,9,3,3,0,,132.0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
119669,2013-03-09 15:37:54,7,100,,,158,49154,4,4.0,0,1.61,0.0009,4.88,24,92.35,0,4374,3,14,2,1,1,1,,,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0,0
183499,2013-02-05 15:13:54,18,56,,,219,26357,4,4.5,1,4.6,0.1827,5.41,30,370.82,0,4072,1,173,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
90015,2013-01-30 08:01:23,5,219,,,80,28494,2,3.0,0,2.89,0.0314,4.96,32,91.0,0,2173,1,52,1,1,1,1,,,0,,,,,,,,,,,,,-1.0,0.0,13.0,,,,,,,,,,0,,0,0
309228,2013-02-19 06:43:05,5,219,,,219,89033,3,4.5,1,3.3,0.0615,4.47,29,94.0,0,4599,1,39,2,3,1,1,,764.48,0,,,,0.0,0.0,,1.0,0.0,15.0,,,,,,,,,,,,,0.0,0.0,,0,,0,0
252261,2013-02-17 12:48:31,5,219,,,219,109508,3,3.5,1,3.0,0.8964,4.72,3,89.0,0,8160,1,108,2,0,1,0,-9.3633,910.29,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
223745,2013-06-19 19:48:19,5,219,,,100,16325,3,4.5,1,3.95,0.0718,0.0,13,194.0,0,21871,1,1,1,0,1,1,,1284.01,0,,,,0.0,0.0,5.0,0.0,0.0,5.0,,,,0.0,0.0,5.0,,,,,,,,,,0,,0,0
30355,2012-12-31 05:19:16,14,100,,,100,90757,3,4.5,1,0.0,0.0895,4.99,1,99.79,0,19146,1,19,1,0,1,1,,93.75,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
191311,2013-04-16 15:00:10,5,219,,,216,140726,4,3.5,0,2.3,,4.82,26,106.0,1,18982,5,149,3,0,2,0,,5481.08,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
41712,2013-06-09 15:11:33,14,100,,,113,131746,0,0.0,0,0.0,,0.0,21,180.45,0,17430,8,195,2,0,1,0,,1642.59,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
191361,2013-05-19 12:56:27,3,14,,,14,79077,4,4.5,0,3.33,0.0389,5.18,15,99.28,0,28399,2,13,2,0,1,1,,,1,,,,1.0,0.0,18.0,0.0,0.0,,1.0,0.0,8.0,,,,,,,,,,,,,0,,0,0
156356,2013-05-15 18:59:50,18,129,,,129,20145,3,5.0,0,1.39,,4.55,7,83.76,0,3097,2,23,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
165840,2012-12-27 14:34:16,15,55,,,55,7245,4,4.5,1,0.0,0.0069,5.18,13,120.75,0,10010,1,0,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0,0
170781,2013-01-16 15:49:49,5,219,,,219,29604,4,3.5,1,2.64,0.2165,4.91,16,177.0,0,25964,1,0,1,0,1,0,,9.03,0,,,,0.0,0.0,,-1.0,0.0,20.0,,,,0.0,0.0,,,,,,,,0.0,0.0,16.0,0,,0,0
191947,2013-01-20 16:18:10,5,219,,,219,70421,0,3.5,1,1.1,,4.01,36,53.0,0,6526,1,30,1,1,1,0,-47.6384,317.95,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
17078,2013-06-12 09:50:59,5,219,,,219,97044,3,4.5,1,2.08,0.0253,0.0,18,93.0,0,1553,1,15,2,0,1,1,,373.04,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
191335,2013-04-10 17:30:09,14,100,,,100,49122,3,3.0,0,1.39,0.0326,4.77,3,97.61,0,19215,1,24,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
249919,2013-06-13 07:38:07,5,219,3.5,186.96,219,43838,3,4.5,1,1.95,0.0116,0.0,27,127.0,1,23433,1,22,2,0,2,1,,189.66,0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,0,,0,0
194222,2013-03-23 18:31:59,5,219,,,219,1454,3,4.5,1,2.4,,4.28,9,65.0,0,17488,1,1,1,1,1,0,,271.31,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0,,0,0
294944,2013-01-18 10:27:56,24,216,,,31,93372,0,0.0,0,1.79,0.0039,4.7,22,120.1,0,19027,1,48,3,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
55377,2013-02-14 21:48:40,16,31,,,31,84527,2,4.5,0,2.48,0.0211,4.59,16,133.62,0,11165,1,2,2,0,1,1,,25.63,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
6793,2013-03-27 23:38:07,24,216,4.74,334.91,117,132799,5,4.5,0,1.95,0.0007,5.46,15,166.59,1,1588,4,13,1,0,1,0,,,0,,,,,,,,,,-1.0,0.0,13.0,0.0,0.0,,,,,,,,,,,0,,0,0
257262,2012-11-20 17:16:39,14,100,,,219,77254,4,4.0,1,2.4,0.1608,5.15,10,146.47,0,8590,7,59,2,0,1,0,-27.4664,1968.7,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
21141,2012-11-21 10:15:58,7,100,,,100,37540,3,4.0,1,3.4,0.0215,5.26,2,127.47,0,21871,1,45,2,0,1,1,,0.53,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4836,2012-11-15 11:15:01,5,219,,,219,103667,4,4.5,1,2.56,,5.31,24,79.0,0,27124,1,8,2,0,1,1,,34.94,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
252753,2013-05-20 10:59:05,2,56,,,109,79542,5,4.5,0,1.61,0.1501,5.8,16,218.99,0,25120,5,9,2,0,1,0,,,1,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,19.0,,,,0,,0,0
282973,2013-04-02 10:22:55,5,219,,,219,123092,5,4.5,0,1.1,0.0321,6.21,3,309.0,0,12736,3,45,2,0,1,1,,1011.09,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
331679,2013-05-25 18:28:04,24,216,,,92,94330,4,4.0,0,4.6,0.1338,5.62,8,128.86,0,6991,1,1,1,0,1,0,,,0,,,,,,,,,,-1.0,1.0,4.0,-1.0,0.0,3.0,,,,,,,,,,0,,0,0
31201,2013-01-18 09:23:27,15,55,,,220,25740,5,3.5,0,3.76,0.1307,5.81,9,198.35,0,18291,3,279,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
237452,2012-12-31 17:27:41,15,55,,,215,125733,3,4.0,0,3.14,,0.0,22,255.12,0,8676,9,8,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
258128,2013-05-26 06:35:22,5,219,,,219,77657,3,2.0,0,1.95,,3.93,25,52.0,1,6353,4,49,2,0,1,0,,204.28,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
184264,2013-04-08 16:28:39,5,219,,,219,55718,4,4.0,1,1.79,,5.43,12,189.0,0,26992,1,4,2,0,1,1,,12.16,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
258649,2013-01-04 22:47:37,25,215,,,70,44178,4,4.0,0,1.61,0.0166,5.11,22,154.21,0,19558,4,82,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
315149,2013-04-04 14:44:35,5,219,,,219,20095,2,3.0,1,1.39,0.1251,4.82,31,90.0,0,8836,2,10,2,0,1,0,,,0,,,,-1.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
145406,2013-03-07 12:58:25,16,31,,,99,9057,3,4.0,1,3.18,0.1385,4.92,23,161.21,1,15461,3,193,3,0,3,0,,397.06,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
267637,2013-01-09 12:22:13,5,219,,,219,85987,4,4.5,1,2.56,0.0742,6.13,7,269.0,0,25479,1,21,2,0,1,0,,1061.03,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
37050,2013-05-03 09:11:26,5,219,,,219,137312,0,0.0,0,1.79,,4.51,32,41.0,0,6296,3,0,2,2,1,1,,169.06,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
66272,2013-05-24 11:58:46,5,219,,,219,96148,3,3.5,0,1.1,0.0022,5.15,31,120.0,0,10948,2,1,4,0,2,1,,77.67,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,0
234986,2013-06-08 11:53:51,14,100,3.0,140.24,100,110750,4,4.0,1,2.89,,0.0,27,97.09,0,19078,2,41,2,0,1,1,,,0,,,,-1.0,0.0,14.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
198471,2013-03-14 18:24:45,5,219,,,219,117439,3,4.5,1,2.83,,4.64,27,112.0,1,4041,2,14,2,1,1,1,,1748.95,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
100868,2013-05-30 06:30:51,15,55,,,55,35910,3,4.5,1,2.83,0.1378,4.51,7,74.64,0,5117,1,1,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
108513,2013-05-10 03:56:03,5,219,,,219,105706,3,5.0,1,2.64,,5.27,31,99.0,0,10426,1,1,2,1,1,1,,254.54,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
31838,2013-04-29 05:43:57,14,220,,,100,7958,4,4.5,0,3.37,0.0333,5.49,13,212.62,1,20438,3,70,2,0,1,0,,9560.7,0,,,,1.0,0.0,24.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
99028,2013-01-08 20:58:36,15,55,,,31,123662,4,4.5,0,4.85,0.0086,5.76,35,147.72,1,15620,3,51,2,0,1,1,,,0,1.0,0.0,9.0,,,,,,,,,,,1.0,,0.0,0.0,,1.0,0.0,38.0,,,,0,,0,0
192329,2013-03-06 10:47:16,14,100,,,219,55050,2,3.5,1,3.14,0.1435,4.97,10,169.57,0,26067,2,51,2,0,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
236106,2013-02-16 10:17:25,5,219,,,219,126462,4,4.5,1,5.7,0.1431,5.94,29,299.0,0,5143,1,32,1,0,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,10.0,,,,,,,0.0,0.0,,0,,0,0
196399,2013-06-09 18:43:43,18,129,,,129,74638,3,4.5,0,2.08,0.0141,0.0,3,122.92,0,9521,2,40,2,0,1,1,,110.13,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
98997,2013-04-21 15:54:51,5,219,,,219,99161,2,3.5,1,4.25,0.0771,4.63,7,76.0,1,21808,1,1,4,0,2,0,,172.44,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,5.0,,,,,,,0.0,0.0,,0,,0,0
123592,2013-01-03 17:05:44,5,219,,,219,32881,2,4.0,1,2.4,0.3346,4.18,13,94.0,0,6810,1,1,2,0,1,1,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,0
223370,2013-01-20 11:05:36,7,100,,,9,95147,3,4.5,0,5.26,0.5268,5.1,9,120.0,0,26837,2,119,2,0,1,0,,3982.84,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
44892,2013-03-14 10:12:36,5,155,,,219,125116,2,4.5,1,2.4,0.1404,4.52,8,88.0,0,19981,3,57,3,1,1,1,,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,,0,0
